Complaint_ID,Complaint_Text,Category,Sentiment,Priority,Resolution,Status
4341,WiFi not available,Catering Issue,Neutral,Low,Vendor contacted,Resolved
4342,Blanket not provided,Cleanliness,Very Negative,High,Cleaning team dispatched,Resolved
4343,Washroom is dirty,Reservation,Negative,Low,Reservation department informed,Pending
4344,Medical assistance required urgently,Washroom Problem,Negative,High,Cleaning staff informed,Resolved
4345,Unauthorized person entered coach,Medical Emergency,Very Negative,High,Medical team alerted,Resolved
4346,Blanket not provided,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
4347,Unauthorized person entered coach,Bedroll Missing,Negative,High,Housekeeping informed,Resolved
4348,Medical assistance required urgently,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
4349,Unauthorized person entered coach,Food Quality,Negative,Low,Catering manager informed,Resolved
4350,Food served was stale,Delay,Very Negative,High,Delay notification sent,Resolved
4351,Passenger lost luggage,Women Safety,Very Negative,High,RPF escort assigned,Resolved
4352,Train delayed by 3 hours,Water Problem,Neutral,High,Vendor informed,Pending
4353,Train delayed by 3 hours,Food Quality,Negative,High,Catering manager informed,Resolved
4354,Medical assistance required urgently,Theft,Very Negative,Low,RPF complaint registered,Pending
4355,Train delayed by 3 hours,Theft,Very Negative,High,RPF complaint registered,Pending
4356,Charging point not working,Washroom Problem,Neutral,High,Cleaning staff informed,Resolved
4357,Train delayed by 3 hours,Staff Behaviour,Very Negative,Low,Supervisor informed,Pending
4358,Unauthorized person entered coach,Coach Damage,Negative,Low,Maintenance team assigned,Pending
4359,AC not working in coach B2,Luggage,Neutral,Medium,Lost and found informed,Resolved
4360,Passenger lost luggage,AC Issue,Very Negative,High,Technician assigned,Resolved
4361,Washroom is dirty,Staff Behaviour,Neutral,High,Supervisor informed,Pending
4362,Medical assistance required urgently,Cleanliness,Neutral,Medium,Cleaning team dispatched,Pending
4363,Charging point not working,Cleanliness,Neutral,Medium,Cleaning team dispatched,Resolved
4364,Train delayed by 3 hours,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
4365,Charging point not working,Cleanliness,Very Negative,High,Cleaning team dispatched,Pending
4366,Passenger lost luggage,Reservation,Very Negative,Low,Reservation department informed,Pending
4367,Train delayed by 3 hours,Luggage,Negative,Low,Lost and found informed,Pending
4368,Unauthorized person entered coach,Electrical,Neutral,High,Electrician assigned,Pending
4369,AC not working in coach B2,Security,Neutral,High,RPF team alerted,Pending
4370,Train delayed by 3 hours,Bedroll Missing,Neutral,Medium,Housekeeping informed,Pending
4371,Unauthorized person entered coach,Security,Neutral,Low,RPF team alerted,Pending
4372,Train delayed by 3 hours,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
4373,Food served was stale,Washroom Problem,Neutral,High,Cleaning staff informed,Pending
4374,Medical assistance required urgently,Women Safety,Negative,High,RPF escort assigned,Resolved
4375,AC not working in coach B2,Water Problem,Neutral,High,Vendor informed,Pending
4376,Train delayed by 3 hours,Water Problem,Neutral,Low,Vendor informed,Resolved
4377,Medical assistance required urgently,Catering Issue,Very Negative,Medium,Vendor contacted,Resolved
4378,Passenger lost luggage,Security,Very Negative,Low,RPF team alerted,Resolved
4379,Unauthorized person entered coach,Noise Complaint,Very Negative,High,Coach attendant informed,Resolved
4380,Unauthorized person entered coach,Washroom Problem,Very Negative,Low,Cleaning staff informed,Pending
4381,Washroom is dirty,Ticket Issue,Very Negative,Medium,Refund process initiated,Pending
4382,AC not working in coach B2,Luggage,Negative,High,Lost and found informed,Resolved
4383,WiFi not available,Catering Issue,Neutral,Low,Vendor contacted,Pending
4384,Blanket not provided,Delay,Neutral,High,Delay notification sent,Resolved
4385,AC not working in coach B2,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
4386,Blanket not provided,AC Issue,Neutral,Medium,Technician assigned,Resolved
4387,Blanket not provided,Cleanliness,Neutral,High,Cleaning team dispatched,Resolved
4388,Charging point not working,Women Safety,Negative,Medium,RPF escort assigned,Pending
4389,Blanket not provided,Noise Complaint,Very Negative,Low,Coach attendant informed,Pending
4390,Train delayed by 3 hours,Coach Damage,Very Negative,Low,Maintenance team assigned,Pending
4391,AC not working in coach B2,Reservation,Negative,Low,Reservation department informed,Resolved
4392,Blanket not provided,Catering Issue,Neutral,Low,Vendor contacted,Pending
4393,Train delayed by 3 hours,Medical Emergency,Very Negative,Low,Medical team alerted,Resolved
4394,Medical assistance required urgently,Delay,Neutral,Low,Delay notification sent,Pending
4395,Blanket not provided,Catering Issue,Negative,Medium,Vendor contacted,Resolved
4396,AC not working in coach B2,WiFi Issue,Negative,Low,Technical support informed,Pending
4397,AC not working in coach B2,Delay,Neutral,Low,Delay notification sent,Resolved
4398,Train delayed by 3 hours,Water Problem,Neutral,High,Vendor informed,Pending
4399,Washroom is dirty,Coach Damage,Neutral,Low,Maintenance team assigned,Pending
4400,Food served was stale,Food Quality,Neutral,Low,Catering manager informed,Pending
4401,Medical assistance required urgently,Washroom Problem,Neutral,Medium,Cleaning staff informed,Resolved
4402,WiFi not available,Women Safety,Neutral,High,RPF escort assigned,Resolved
4403,WiFi not available,Women Safety,Neutral,High,RPF escort assigned,Pending
4404,Unauthorized person entered coach,Electrical,Very Negative,Medium,Electrician assigned,Pending
4405,Medical assistance required urgently,AC Issue,Neutral,Medium,Technician assigned,Resolved
4406,Unauthorized person entered coach,Electrical,Negative,Low,Electrician assigned,Pending
4407,Passenger lost luggage,Reservation,Very Negative,Low,Reservation department informed,Pending
4408,Passenger lost luggage,Coach Damage,Neutral,Low,Maintenance team assigned,Resolved
4409,Washroom is dirty,Food Quality,Neutral,Low,Catering manager informed,Pending
4410,Unauthorized person entered coach,Food Quality,Very Negative,Medium,Catering manager informed,Resolved
4411,AC not working in coach B2,Women Safety,Neutral,Medium,RPF escort assigned,Resolved
4412,Unauthorized person entered coach,AC Issue,Very Negative,Low,Technician assigned,Resolved
4413,Food served was stale,Water Problem,Negative,High,Vendor informed,Pending
4414,AC not working in coach B2,Delay,Neutral,Medium,Delay notification sent,Resolved
4415,Food served was stale,Delay,Very Negative,High,Delay notification sent,Resolved
4416,Washroom is dirty,Reservation,Negative,Medium,Reservation department informed,Pending
4417,WiFi not available,Security,Very Negative,Low,RPF team alerted,Pending
4418,WiFi not available,Noise Complaint,Very Negative,Low,Coach attendant informed,Pending
4419,WiFi not available,Washroom Problem,Negative,Low,Cleaning staff informed,Pending
4420,Train delayed by 3 hours,Medical Emergency,Neutral,High,Medical team alerted,Pending
4421,Food served was stale,Medical Emergency,Neutral,Medium,Medical team alerted,Resolved
4422,Charging point not working,Food Quality,Negative,High,Catering manager informed,Pending
4423,Unauthorized person entered coach,AC Issue,Negative,Low,Technician assigned,Resolved
4424,Food served was stale,Food Quality,Very Negative,High,Catering manager informed,Resolved
4425,Charging point not working,Food Quality,Neutral,High,Catering manager informed,Pending
4426,AC not working in coach B2,Luggage,Very Negative,High,Lost and found informed,Pending
4427,Washroom is dirty,Delay,Very Negative,Low,Delay notification sent,Resolved
4428,Train delayed by 3 hours,Cleanliness,Very Negative,Low,Cleaning team dispatched,Resolved
4429,Passenger lost luggage,Electrical,Very Negative,Low,Electrician assigned,Pending
4430,Medical assistance required urgently,Catering Issue,Very Negative,Low,Vendor contacted,Pending
4431,Passenger lost luggage,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
4432,Train delayed by 3 hours,Catering Issue,Very Negative,High,Vendor contacted,Resolved
4433,Blanket not provided,Security,Neutral,Medium,RPF team alerted,Pending
4434,Medical assistance required urgently,Bedroll Missing,Very Negative,High,Housekeeping informed,Pending
4435,Medical assistance required urgently,Catering Issue,Very Negative,Low,Vendor contacted,Resolved
4436,Train delayed by 3 hours,Ticket Issue,Very Negative,High,Refund process initiated,Resolved
4437,Train delayed by 3 hours,Noise Complaint,Very Negative,Low,Coach attendant informed,Pending
4438,Blanket not provided,Catering Issue,Very Negative,Low,Vendor contacted,Resolved
4439,Food served was stale,Delay,Negative,Medium,Delay notification sent,Resolved
4440,Medical assistance required urgently,Security,Very Negative,High,RPF team alerted,Pending
4441,AC not working in coach B2,Luggage,Negative,Medium,Lost and found informed,Resolved
4442,Train delayed by 3 hours,AC Issue,Negative,Medium,Technician assigned,Resolved
4443,Charging point not working,Medical Emergency,Negative,High,Medical team alerted,Pending
4444,WiFi not available,AC Issue,Negative,Medium,Technician assigned,Pending
4445,Train delayed by 3 hours,Water Problem,Neutral,Medium,Vendor informed,Resolved
4446,Food served was stale,Theft,Negative,Medium,RPF complaint registered,Resolved
4447,Food served was stale,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
4448,AC not working in coach B2,Food Quality,Very Negative,Medium,Catering manager informed,Pending
4449,Food served was stale,Cleanliness,Very Negative,High,Cleaning team dispatched,Resolved
4450,AC not working in coach B2,Ticket Issue,Neutral,Medium,Refund process initiated,Pending
4451,WiFi not available,Water Problem,Negative,High,Vendor informed,Pending
4452,AC not working in coach B2,Noise Complaint,Negative,Medium,Coach attendant informed,Pending
4453,Passenger lost luggage,Electrical,Neutral,Low,Electrician assigned,Pending
4454,Food served was stale,Women Safety,Very Negative,High,RPF escort assigned,Pending
4455,Unauthorized person entered coach,Luggage,Neutral,Low,Lost and found informed,Pending
4456,Train delayed by 3 hours,AC Issue,Neutral,Medium,Technician assigned,Resolved
4457,Blanket not provided,Medical Emergency,Negative,Medium,Medical team alerted,Pending
4458,WiFi not available,Water Problem,Neutral,High,Vendor informed,Resolved
4459,AC not working in coach B2,Bedroll Missing,Neutral,Medium,Housekeeping informed,Resolved
4460,Train delayed by 3 hours,Water Problem,Neutral,Low,Vendor informed,Pending
4461,Blanket not provided,Staff Behaviour,Very Negative,Medium,Supervisor informed,Resolved
4462,AC not working in coach B2,Food Quality,Neutral,High,Catering manager informed,Pending
4463,AC not working in coach B2,Women Safety,Very Negative,Low,RPF escort assigned,Pending
4464,Blanket not provided,Noise Complaint,Negative,Medium,Coach attendant informed,Resolved
4465,AC not working in coach B2,Washroom Problem,Negative,High,Cleaning staff informed,Resolved
4466,Unauthorized person entered coach,Security,Negative,Low,RPF team alerted,Resolved
4467,Charging point not working,Washroom Problem,Neutral,High,Cleaning staff informed,Pending
4468,Food served was stale,Women Safety,Very Negative,High,RPF escort assigned,Resolved
4469,WiFi not available,Catering Issue,Very Negative,Medium,Vendor contacted,Pending
4470,Passenger lost luggage,AC Issue,Negative,Low,Technician assigned,Pending
4471,Blanket not provided,Medical Emergency,Very Negative,Low,Medical team alerted,Resolved
4472,Train delayed by 3 hours,Delay,Very Negative,Low,Delay notification sent,Pending
4473,WiFi not available,Washroom Problem,Negative,Low,Cleaning staff informed,Resolved
4474,Charging point not working,Bedroll Missing,Neutral,Medium,Housekeeping informed,Resolved
4475,AC not working in coach B2,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
4476,Charging point not working,Security,Neutral,Medium,RPF team alerted,Pending
4477,Medical assistance required urgently,Women Safety,Negative,Low,RPF escort assigned,Resolved
4478,Washroom is dirty,Staff Behaviour,Negative,Low,Supervisor informed,Resolved
4479,Blanket not provided,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
4480,Unauthorized person entered coach,Cleanliness,Negative,Medium,Cleaning team dispatched,Resolved
4481,Unauthorized person entered coach,Staff Behaviour,Very Negative,Medium,Supervisor informed,Pending
4482,Passenger lost luggage,AC Issue,Negative,High,Technician assigned,Resolved
4483,Washroom is dirty,Reservation,Neutral,High,Reservation department informed,Resolved
4484,WiFi not available,Reservation,Very Negative,Medium,Reservation department informed,Pending
4485,Washroom is dirty,Staff Behaviour,Negative,High,Supervisor informed,Resolved
4486,Train delayed by 3 hours,Ticket Issue,Negative,Low,Refund process initiated,Resolved
4487,Washroom is dirty,Noise Complaint,Neutral,High,Coach attendant informed,Pending
4488,Blanket not provided,Delay,Neutral,Low,Delay notification sent,Pending
4489,Train delayed by 3 hours,Coach Damage,Very Negative,Low,Maintenance team assigned,Pending
4490,Passenger lost luggage,Women Safety,Very Negative,High,RPF escort assigned,Resolved
4491,WiFi not available,Women Safety,Neutral,High,RPF escort assigned,Resolved
4492,Unauthorized person entered coach,Medical Emergency,Negative,Medium,Medical team alerted,Resolved
4493,Food served was stale,WiFi Issue,Negative,Medium,Technical support informed,Pending
4494,Washroom is dirty,Food Quality,Neutral,Medium,Catering manager informed,Resolved
4495,Blanket not provided,Security,Negative,Low,RPF team alerted,Pending
4496,Medical assistance required urgently,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
4497,Blanket not provided,Staff Behaviour,Negative,Medium,Supervisor informed,Resolved
4498,WiFi not available,AC Issue,Neutral,Medium,Technician assigned,Resolved
4499,Charging point not working,Noise Complaint,Neutral,Low,Coach attendant informed,Resolved
4500,Charging point not working,Bedroll Missing,Very Negative,Low,Housekeeping informed,Resolved
4501,Food served was stale,Reservation,Very Negative,Low,Reservation department informed,Resolved
4502,Washroom is dirty,Security,Neutral,High,RPF team alerted,Resolved
4503,WiFi not available,Luggage,Very Negative,Medium,Lost and found informed,Pending
4504,Train delayed by 3 hours,Water Problem,Very Negative,Medium,Vendor informed,Resolved
4505,AC not working in coach B2,Theft,Very Negative,Low,RPF complaint registered,Resolved
4506,Medical assistance required urgently,Security,Very Negative,Medium,RPF team alerted,Resolved
4507,Blanket not provided,Water Problem,Very Negative,High,Vendor informed,Pending
4508,Passenger lost luggage,Ticket Issue,Negative,Low,Refund process initiated,Pending
4509,Passenger lost luggage,Catering Issue,Negative,Medium,Vendor contacted,Resolved
4510,Passenger lost luggage,Electrical,Very Negative,High,Electrician assigned,Resolved
4511,Washroom is dirty,Cleanliness,Negative,Medium,Cleaning team dispatched,Pending
4512,WiFi not available,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
4513,Food served was stale,Noise Complaint,Neutral,Low,Coach attendant informed,Resolved
4514,Blanket not provided,Reservation,Neutral,Low,Reservation department informed,Pending
4515,Passenger lost luggage,Medical Emergency,Very Negative,High,Medical team alerted,Resolved
4516,Blanket not provided,Noise Complaint,Very Negative,Medium,Coach attendant informed,Resolved
4517,Unauthorized person entered coach,Reservation,Neutral,Medium,Reservation department informed,Pending
4518,Passenger lost luggage,Coach Damage,Negative,Low,Maintenance team assigned,Pending
4519,Blanket not provided,Noise Complaint,Neutral,Medium,Coach attendant informed,Resolved
4520,AC not working in coach B2,Catering Issue,Very Negative,Low,Vendor contacted,Pending
4521,WiFi not available,Theft,Neutral,Low,RPF complaint registered,Resolved
4522,Food served was stale,Washroom Problem,Very Negative,High,Cleaning staff informed,Resolved
4523,AC not working in coach B2,Coach Damage,Negative,Low,Maintenance team assigned,Resolved
4524,AC not working in coach B2,AC Issue,Very Negative,Medium,Technician assigned,Pending
4525,Washroom is dirty,Noise Complaint,Negative,Low,Coach attendant informed,Pending
4526,Medical assistance required urgently,Coach Damage,Neutral,Medium,Maintenance team assigned,Pending
4527,Unauthorized person entered coach,Washroom Problem,Very Negative,High,Cleaning staff informed,Resolved
4528,Train delayed by 3 hours,Theft,Neutral,High,RPF complaint registered,Resolved
4529,Train delayed by 3 hours,Security,Negative,High,RPF team alerted,Pending
4530,Charging point not working,Food Quality,Neutral,High,Catering manager informed,Pending
4531,Blanket not provided,Luggage,Neutral,Low,Lost and found informed,Resolved
4532,AC not working in coach B2,Catering Issue,Neutral,High,Vendor contacted,Pending
4533,Washroom is dirty,Coach Damage,Very Negative,Low,Maintenance team assigned,Pending
4534,Medical assistance required urgently,Reservation,Neutral,Medium,Reservation department informed,Pending
4535,Food served was stale,Coach Damage,Negative,Medium,Maintenance team assigned,Resolved
4536,Passenger lost luggage,Coach Damage,Very Negative,High,Maintenance team assigned,Resolved
4537,Medical assistance required urgently,Medical Emergency,Negative,Medium,Medical team alerted,Resolved
4538,Food served was stale,Food Quality,Very Negative,High,Catering manager informed,Resolved
4539,Train delayed by 3 hours,Coach Damage,Neutral,High,Maintenance team assigned,Pending
4540,Food served was stale,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
4541,Unauthorized person entered coach,Catering Issue,Very Negative,Medium,Vendor contacted,Resolved
4542,AC not working in coach B2,Washroom Problem,Very Negative,High,Cleaning staff informed,Pending
4543,Train delayed by 3 hours,Ticket Issue,Negative,Medium,Refund process initiated,Pending
4544,Washroom is dirty,AC Issue,Negative,Low,Technician assigned,Resolved
4545,Medical assistance required urgently,Washroom Problem,Neutral,High,Cleaning staff informed,Resolved
4546,Food served was stale,Washroom Problem,Very Negative,Medium,Cleaning staff informed,Pending
4547,Unauthorized person entered coach,Electrical,Neutral,High,Electrician assigned,Resolved
4548,AC not working in coach B2,Washroom Problem,Neutral,Low,Cleaning staff informed,Pending
4549,Food served was stale,Medical Emergency,Negative,High,Medical team alerted,Pending
4550,WiFi not available,Cleanliness,Very Negative,High,Cleaning team dispatched,Resolved
4551,Blanket not provided,Women Safety,Very Negative,High,RPF escort assigned,Pending
4552,Unauthorized person entered coach,Luggage,Very Negative,Low,Lost and found informed,Pending
4553,Food served was stale,Staff Behaviour,Very Negative,High,Supervisor informed,Pending
4554,Charging point not working,Medical Emergency,Neutral,Low,Medical team alerted,Resolved
4555,AC not working in coach B2,Luggage,Neutral,Low,Lost and found informed,Resolved
4556,Medical assistance required urgently,Water Problem,Very Negative,Medium,Vendor informed,Resolved
4557,AC not working in coach B2,WiFi Issue,Very Negative,Medium,Technical support informed,Pending
4558,Passenger lost luggage,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Pending
4559,Blanket not provided,Reservation,Very Negative,Low,Reservation department informed,Pending
4560,Washroom is dirty,Security,Neutral,Medium,RPF team alerted,Pending
4561,Unauthorized person entered coach,Ticket Issue,Negative,High,Refund process initiated,Resolved
4562,Charging point not working,Catering Issue,Negative,High,Vendor contacted,Pending
4563,Medical assistance required urgently,Catering Issue,Neutral,High,Vendor contacted,Resolved
4564,Food served was stale,WiFi Issue,Very Negative,Medium,Technical support informed,Resolved
4565,Washroom is dirty,WiFi Issue,Very Negative,High,Technical support informed,Resolved
4566,Charging point not working,Delay,Negative,Medium,Delay notification sent,Resolved
4567,Passenger lost luggage,Noise Complaint,Negative,Low,Coach attendant informed,Resolved
4568,Medical assistance required urgently,Ticket Issue,Very Negative,Medium,Refund process initiated,Resolved
4569,Train delayed by 3 hours,Washroom Problem,Very Negative,High,Cleaning staff informed,Resolved
4570,Food served was stale,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
4571,Blanket not provided,Luggage,Negative,Medium,Lost and found informed,Resolved
4572,Charging point not working,Bedroll Missing,Negative,Low,Housekeeping informed,Pending
4573,Charging point not working,Reservation,Negative,Low,Reservation department informed,Resolved
4574,AC not working in coach B2,Bedroll Missing,Very Negative,Low,Housekeeping informed,Resolved
4575,Washroom is dirty,AC Issue,Very Negative,Low,Technician assigned,Pending
4576,Washroom is dirty,Luggage,Neutral,Low,Lost and found informed,Pending
4577,Blanket not provided,Washroom Problem,Negative,Low,Cleaning staff informed,Resolved
4578,Washroom is dirty,Staff Behaviour,Very Negative,High,Supervisor informed,Pending
4579,Train delayed by 3 hours,Washroom Problem,Neutral,High,Cleaning staff informed,Pending
4580,Blanket not provided,Security,Very Negative,Medium,RPF team alerted,Pending
4581,WiFi not available,Water Problem,Very Negative,Medium,Vendor informed,Pending
4582,WiFi not available,Water Problem,Neutral,Medium,Vendor informed,Pending
4583,Unauthorized person entered coach,Luggage,Very Negative,Low,Lost and found informed,Resolved
4584,Unauthorized person entered coach,Security,Negative,High,RPF team alerted,Pending
4585,AC not working in coach B2,Washroom Problem,Very Negative,High,Cleaning staff informed,Pending
4586,Charging point not working,Washroom Problem,Negative,Low,Cleaning staff informed,Pending
4587,Charging point not working,Security,Very Negative,Medium,RPF team alerted,Resolved
4588,Blanket not provided,Delay,Neutral,High,Delay notification sent,Resolved
4589,Train delayed by 3 hours,Ticket Issue,Neutral,Medium,Refund process initiated,Resolved
4590,Medical assistance required urgently,Delay,Neutral,Low,Delay notification sent,Pending
4591,Blanket not provided,Cleanliness,Negative,High,Cleaning team dispatched,Resolved
4592,Charging point not working,Electrical,Neutral,Low,Electrician assigned,Resolved
4593,Washroom is dirty,Security,Negative,Low,RPF team alerted,Pending
4594,Unauthorized person entered coach,Catering Issue,Neutral,High,Vendor contacted,Pending
4595,Charging point not working,Washroom Problem,Negative,High,Cleaning staff informed,Pending
4596,AC not working in coach B2,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Resolved
4597,Train delayed by 3 hours,Security,Neutral,Medium,RPF team alerted,Pending
4598,Passenger lost luggage,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Resolved
4599,Passenger lost luggage,Bedroll Missing,Negative,High,Housekeeping informed,Resolved
4600,Unauthorized person entered coach,Coach Damage,Very Negative,High,Maintenance team assigned,Pending
4601,Washroom is dirty,Catering Issue,Neutral,Low,Vendor contacted,Resolved
4602,Washroom is dirty,Staff Behaviour,Negative,Low,Supervisor informed,Pending
4603,Washroom is dirty,Food Quality,Negative,Low,Catering manager informed,Pending
4604,Passenger lost luggage,WiFi Issue,Very Negative,Medium,Technical support informed,Pending
4605,Food served was stale,Women Safety,Very Negative,Low,RPF escort assigned,Resolved
4606,Train delayed by 3 hours,Coach Damage,Neutral,Low,Maintenance team assigned,Resolved
4607,AC not working in coach B2,Coach Damage,Very Negative,Low,Maintenance team assigned,Resolved
4608,Blanket not provided,Delay,Neutral,Low,Delay notification sent,Pending
4609,Charging point not working,Ticket Issue,Negative,Medium,Refund process initiated,Pending
4610,Medical assistance required urgently,Electrical,Negative,Low,Electrician assigned,Resolved
4611,Washroom is dirty,AC Issue,Very Negative,Medium,Technician assigned,Resolved
4612,Charging point not working,AC Issue,Neutral,High,Technician assigned,Resolved
4613,Train delayed by 3 hours,Ticket Issue,Negative,High,Refund process initiated,Resolved
4614,WiFi not available,Women Safety,Very Negative,Low,RPF escort assigned,Pending
4615,Medical assistance required urgently,Bedroll Missing,Very Negative,Medium,Housekeeping informed,Resolved
4616,Blanket not provided,Luggage,Negative,Medium,Lost and found informed,Pending
4617,AC not working in coach B2,Delay,Negative,Medium,Delay notification sent,Resolved
4618,Charging point not working,Luggage,Neutral,Medium,Lost and found informed,Resolved
4619,Medical assistance required urgently,Security,Very Negative,Low,RPF team alerted,Pending
4620,Blanket not provided,Delay,Neutral,Low,Delay notification sent,Resolved
4621,Blanket not provided,Women Safety,Negative,High,RPF escort assigned,Resolved
4622,Unauthorized person entered coach,Water Problem,Very Negative,Low,Vendor informed,Pending
4623,Medical assistance required urgently,Catering Issue,Negative,Medium,Vendor contacted,Resolved
4624,Train delayed by 3 hours,Electrical,Negative,Medium,Electrician assigned,Pending
4625,Blanket not provided,Theft,Negative,Medium,RPF complaint registered,Pending
4626,Train delayed by 3 hours,Staff Behaviour,Negative,Medium,Supervisor informed,Pending
4627,Food served was stale,Coach Damage,Negative,Low,Maintenance team assigned,Resolved
4628,Washroom is dirty,Reservation,Neutral,High,Reservation department informed,Resolved
4629,Unauthorized person entered coach,Medical Emergency,Neutral,High,Medical team alerted,Pending
4630,Train delayed by 3 hours,Noise Complaint,Negative,High,Coach attendant informed,Resolved
4631,WiFi not available,Luggage,Neutral,Low,Lost and found informed,Pending
4632,Washroom is dirty,Food Quality,Negative,Low,Catering manager informed,Resolved
4633,Unauthorized person entered coach,Water Problem,Neutral,Medium,Vendor informed,Pending
4634,Train delayed by 3 hours,Security,Very Negative,Low,RPF team alerted,Resolved
4635,Food served was stale,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
4636,Washroom is dirty,Staff Behaviour,Very Negative,Low,Supervisor informed,Resolved
4637,Washroom is dirty,Security,Very Negative,High,RPF team alerted,Resolved
4638,Food served was stale,Security,Very Negative,High,RPF team alerted,Pending
4639,Washroom is dirty,Washroom Problem,Neutral,High,Cleaning staff informed,Resolved
4640,Washroom is dirty,Noise Complaint,Neutral,Low,Coach attendant informed,Resolved
4641,WiFi not available,Medical Emergency,Negative,Low,Medical team alerted,Resolved
4642,Blanket not provided,Cleanliness,Negative,Low,Cleaning team dispatched,Resolved
4643,Washroom is dirty,Staff Behaviour,Negative,Low,Supervisor informed,Resolved
4644,Washroom is dirty,Women Safety,Very Negative,Low,RPF escort assigned,Resolved
4645,Unauthorized person entered coach,Cleanliness,Very Negative,Low,Cleaning team dispatched,Pending
4646,Train delayed by 3 hours,Medical Emergency,Neutral,High,Medical team alerted,Pending
4647,Train delayed by 3 hours,Ticket Issue,Very Negative,High,Refund process initiated,Resolved
4648,Medical assistance required urgently,Luggage,Neutral,Low,Lost and found informed,Resolved
4649,Blanket not provided,Reservation,Negative,Low,Reservation department informed,Resolved
4650,Medical assistance required urgently,Theft,Neutral,Medium,RPF complaint registered,Resolved
4651,Blanket not provided,Reservation,Neutral,Low,Reservation department informed,Pending
4652,Medical assistance required urgently,Water Problem,Neutral,High,Vendor informed,Resolved
4653,Passenger lost luggage,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Resolved
4654,Train delayed by 3 hours,Coach Damage,Neutral,Medium,Maintenance team assigned,Resolved
4655,Passenger lost luggage,Cleanliness,Very Negative,Medium,Cleaning team dispatched,Pending
4656,Train delayed by 3 hours,Catering Issue,Negative,High,Vendor contacted,Resolved
4657,Food served was stale,Security,Neutral,Medium,RPF team alerted,Resolved
4658,WiFi not available,Electrical,Neutral,Medium,Electrician assigned,Resolved
4659,Unauthorized person entered coach,Noise Complaint,Very Negative,Low,Coach attendant informed,Resolved
4660,WiFi not available,Delay,Negative,Medium,Delay notification sent,Resolved
4661,Washroom is dirty,Reservation,Very Negative,Low,Reservation department informed,Pending
4662,Passenger lost luggage,Noise Complaint,Neutral,Medium,Coach attendant informed,Pending
4663,WiFi not available,Delay,Neutral,Low,Delay notification sent,Resolved
4664,AC not working in coach B2,Noise Complaint,Neutral,Low,Coach attendant informed,Resolved
4665,Food served was stale,Medical Emergency,Neutral,Medium,Medical team alerted,Pending
4666,Passenger lost luggage,Medical Emergency,Negative,High,Medical team alerted,Pending
4667,Passenger lost luggage,Luggage,Neutral,High,Lost and found informed,Resolved
4668,Food served was stale,Water Problem,Neutral,Low,Vendor informed,Pending
4669,AC not working in coach B2,Bedroll Missing,Very Negative,High,Housekeeping informed,Pending
4670,WiFi not available,Washroom Problem,Very Negative,Low,Cleaning staff informed,Resolved
4671,Charging point not working,Medical Emergency,Neutral,Low,Medical team alerted,Resolved
4672,Medical assistance required urgently,Coach Damage,Negative,High,Maintenance team assigned,Resolved
4673,Charging point not working,Staff Behaviour,Very Negative,Low,Supervisor informed,Pending
4674,WiFi not available,Medical Emergency,Neutral,High,Medical team alerted,Resolved
4675,Unauthorized person entered coach,Security,Neutral,Medium,RPF team alerted,Resolved
4676,WiFi not available,Cleanliness,Neutral,Medium,Cleaning team dispatched,Pending
4677,Charging point not working,Cleanliness,Neutral,Medium,Cleaning team dispatched,Pending
4678,Washroom is dirty,Water Problem,Very Negative,Medium,Vendor informed,Resolved
4679,Blanket not provided,Noise Complaint,Negative,Low,Coach attendant informed,Pending
4680,WiFi not available,Electrical,Very Negative,High,Electrician assigned,Pending
4681,Blanket not provided,Reservation,Neutral,Low,Reservation department informed,Pending
4682,Unauthorized person entered coach,AC Issue,Negative,Low,Technician assigned,Resolved
4683,Blanket not provided,Water Problem,Very Negative,Medium,Vendor informed,Resolved
4684,Charging point not working,Theft,Very Negative,Medium,RPF complaint registered,Pending
4685,Unauthorized person entered coach,Security,Very Negative,High,RPF team alerted,Pending
4686,Unauthorized person entered coach,Reservation,Very Negative,Medium,Reservation department informed,Resolved
4687,Medical assistance required urgently,Reservation,Negative,High,Reservation department informed,Pending
4688,Blanket not provided,AC Issue,Very Negative,Low,Technician assigned,Resolved
4689,WiFi not available,Electrical,Negative,Low,Electrician assigned,Pending
